timestamp,power_w,power_limit_w,util_gpu,util_mem,clocks_gr,temp_c,perf_state
02:59:10,44.16, [N/A], 96, 15, 2115, 87, P4
02:59:12,44.36, [N/A], 97, 15, 2107, 87, P4
02:59:14,43.68, [N/A], 93, 15, 2130, 86, P4
02:59:16,44.54, [N/A], 96, 15, 2100, 87, P4
02:59:18,44.45, [N/A], 95, 15, 2092, 87, P4
02:59:20,43.64, [N/A], 86, 14, 2122, 87, P4
02:59:22,44.21, [N/A], 97, 16, 2092, 87, P4
02:59:24,42.73, [N/A], 98, 15, 2100, 87, P4
02:59:26,43.06, [N/A], 99, 15, 2025, 86, P4
02:59:28,42.96, [N/A], 99, 15, 2025, 87, P4
02:59:30,42.83, [N/A], 96, 15, 2047, 87, P4
02:59:32,44.11, [N/A], 99, 15, 2152, 86, P4
02:59:34,44.52, [N/A], 97, 15, 2137, 87, P4
02:59:36,44.58, [N/A], 95, 15, 2137, 87, P4
02:59:38,44.58, [N/A], 96, 15, 2152, 87, P4
02:59:40,44.57, [N/A], 93, 15, 2137, 87, P4
02:59:42,44.41, [N/A], 94, 15, 2137, 87, P4
02:59:44,44.63, [N/A], 97, 16, 2137, 87, P4
02:59:46,44.78, [N/A], 95, 15, 2115, 87, P4
02:59:48,41.45, [N/A], 73, 11, 2040, 85, P4
02:59:50,43.24, [N/A], 75, 12, 1972, 86, P4
02:59:52,41.72, [N/A], 76, 12, 2025, 86, P4
02:59:55,41.46, [N/A], 53, 8, 1972, 84, P4
02:59:57,42.72, [N/A], 93, 13, 2115, 87, P4
02:59:59,9.43, [N/A], 2, 0, 472, 80, P4
03:00:01,8.99, [N/A], 1, 0, 337, 79, P4
03:00:03,9.29, [N/A], 7, 0, 682, 78, P5
03:00:05,6.28, [N/A], 7, 0, 952, 77, P5
